Date,0
1971,0.8039268138112002
1972,0.8170697930869805
1973,0.8295265350768034
1974,0.8411045245593494
1975,0.8550301460900014
1976,0.8780195925764833
1977,0.902497165858737
1978,0.9230387792941954
1979,0.9429519043208369
1980,0.7922801301217491
1981,0.8128695435707282
1982,0.8283586511204964
1983,0.8818379229128865
1984,0.9084396876037769
1985,0.8422492183689373
1986,0.8507477860489733
1987,0.8688535228988823
1988,0.8946063472090312
1989,0.9097320002416447
1990,1.0352934453387905
1991,0.990553853522775
1992,0.9699266415229719
1993,0.9321910309461948
1994,0.9211963466564409
1995,0.9145589864150632
1996,0.9208992512672286
1997,0.9134503293412821
1998,0.9191448975420348
1999,0.9260174258525999
2000,0.9200135945236497
2001,0.9295708559781493
2002,0.9376006403463096
2003,0.9415938054807541
2004,0.9520615640696368
2005,0.9698678364642207
2006,0.9883590904036106
2007,1.0069716175886039
2008,1.0235483090857678
2009,1.0512034367132104
2010,1.0667191099807265
2011,1.0965829983457531
2012,1.1189697886985635
2013,1.1431382603638471
2014,1.1656358440243844
2015,1.18455216010803
2016,1.2053366002980421
2017,1.226935520268906
2018,1.2406938172360646
2019,1.2561867416559813
2020,1.2582576748439502
