Date,"Adjusted net enrollment rate, primary (% of primary school age children)",Adolescents out of school (% of lower secondary school age),"Agriculture, forestry, and fishing, value added (annual % growth)",Children out of school (% of primary school age),"Children out of school, primary","Compulsory education, duration (years)","Contributing family workers, female (% of female employment) (modeled ILO estimate)","Employment to population ratio, 15+, female (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",Exports of goods and services (annual % growth),GDP growth (annual %),GDP per capita growth (annual %),"Government expenditure on education, total (% of GDP)",Gross capital formation (annual % growth),Gross fixed capital formation (annual % growth),"Gross intake ratio in first grade of primary education, total (% of relevant age group)",Households and NPISHs Final consumption expenditure (annual % growth),Imports of goods and services (annual % growth),"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)","Labor force, female (% of total labor force)","Literacy rate, adult total (% of people ages 15 and above)","Literacy rate, youth (ages 15-24), gender parity index (GPI)","Literacy rate, youth total (% of people ages 15-24)","Lower secondary completion rate, total (% of relevant age group)",Net intake rate in grade 1 (% of official school-age population),"Persistence to last grade of primary, total (% of cohort)",Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),"Preprimary education, duration (years)","Primary completion rate, total (% of relevant age group)","Primary education, duration (years)","Primary education, pupils","Primary education, pupils (% female)","Primary education, teachers","Primary education, teachers (% female)",Progression to secondary school (%),"Pupil-teacher ratio, lower secondary","Pupil-teacher ratio, preprimary","Pupil-teacher ratio, primary","Pupil-teacher ratio, secondary","Pupil-teacher ratio, upper secondary",Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Refugee population by country or territory of asylum,Refugee population by country or territory of origin,"Repeaters, primary, total (% of total enrollment)","School enrollment, preprimary (% gross)","School enrollment, primary (% gross)","School enrollment, primary (gross), gender parity index (GPI)","School enrollment, primary and secondary (gross), gender parity index (GPI)","School enrollment, secondary (% gross)","School enrollment, secondary (gross), gender parity index (GPI)","School enrollment, tertiary (% gross)","School enrollment, tertiary (gross), gender parity index (GPI)","Secondary education, duration (years)","Secondary education, general pupils","Secondary education, teachers","Secondary education, vocational pupils","Self-employed, female (% of female employment) (modeled ILO estimate)","Tertiary education, academic staff (% female)",Trained teachers in primary education (% of total teachers),Trained teachers in secondary education (% of total teachers),"Unemployment, female (% of female labor force) (modeled ILO estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","Vulnerable employment, female (% of female employment) (modeled ILO estimate)","Wage and salaried workers, female (% of female employment) (modeled ILO estimate)","Wage and salaried workers, total (% of total employment) (modeled ILO estimate)"
1998,,1.4109909545064172,0.7538462272660261,1.043731373798198,0.9375,1.0,1.133030409235181,1.0159236961751401,1.1123893085643963,1.090112145912738,1.0277935816365935,0.8456383640739437,0.6770277702575295,,-1.0149308352509951,0.6575472482745116,0.9726669356746303,0.9599876151373742,0.9765445716205404,1.073644490954376,1.004088278709347,1.0073953731045386,1.0,1.0084701566386647,0.9077679930918472,,1.0244053933109298,0.9632107023411371,0.9921874999999998,0.9955089820359283,,0.9906871742611649,1.0,1.0432692307692308,1.005224923667021,1.0337552742616034,1.0148122487402556,0.9744486062733402,0.9914335796608335,0.9608045158270048,0.9872385889949059,0.96643539916326,0.9943252018331231,1.004821171041951,1.065715413097805,1.065715413097805,1.1014865862478593,1.0864973831978486,0.9859438676997249,1.0113345964046527,1.0188129749271917,1.0361239313913095,1.0311291569992267,1.1144160656876299,1.0264433497736312,1.0,1.1198830409356726,1.0515021459227467,1.031833150384193,1.0377750815449442,1.0160217788961687,,,0.9688968253198257,0.9732608694338348,1.0530898033229685,1.048839329467394,0.9615224675037726,0.9589918765850962,0.9591933781122831
1999,,1.415671913201325,1.3421202435427768,1.1116549717414677,1.0,1.0,1.1140138825503216,1.0156031449679281,1.092813345410702,1.0763903150118166,1.0344142286354314,1.071969094538474,1.097543799299799,0.9805289998883403,0.4295466395666976,1.0,0.9713896116545381,1.1957572594281138,1.0041927610836494,1.064254687641368,1.005546967698944,1.0117074481132684,1.0040708725399465,1.0120953308733636,0.9221103925533413,,1.0242089188355952,1.0,1.0,0.9925373134328358,1.0,0.9939180569784666,1.0,1.0480769230769231,1.0069019209408472,1.0379746835443038,1.015855287440203,0.981829870775437,0.9672727674381267,1.0109328109672027,0.9895710184249548,0.9654718642850425,1.0281928941970684,1.0066706918091786,1.0441563168214396,1.0441563168214396,1.1197566466919875,1.1255538972226957,0.9884080147138435,1.0163795382446246,1.0262332764257578,1.0379771228519965,1.0427300850734726,1.183643444597304,1.041746620232218,1.0,1.1461988304093567,1.0729613733905579,1.0274423710208562,1.0385535770477725,1.0376748424151228,,,0.9500082537434513,0.9529943488135425,1.029611714355895,1.0283437188000373,0.96150319752633,0.9582146863532861,0.9580116318834206
2000,,1.3757970747180421,1.1731606116158881,1.1718668460217767,1.0584677419354838,1.0,1.0953577088187327,1.0167099365439953,1.0772995263389922,1.0635357019882614,2.565036766759911,1.4618009302320403,1.7987832857704746,0.9185140530694592,1.1590469504783782,1.5256592134194542,0.987247167299763,1.3540187710840834,2.2798175176515123,1.0504002305410576,1.0065211582216553,1.013292123035972,1.0046230817585213,1.0121156669328313,0.9399157499225558,,1.017675842823883,1.0359712230215827,1.0241935483870968,1.0091047040971168,1.0,1.006303435741642,1.0,1.0528846153846154,1.0067785392318722,1.0548523206751055,1.0218249793771,0.9854795090866348,0.9626353220516027,1.0627630281458154,0.9986865781245605,0.9542413675953327,1.0057399442167148,1.008201311249184,1.006774590034825,1.006774590034825,1.1192322044611647,1.1573229738520059,0.9968112403852101,1.0172387204793796,1.0279739787321884,1.049005957411952,1.0458577862699605,1.2278126878046753,1.0483548199255646,1.0,1.1871345029239766,1.094420600858369,1.0054884742041712,1.0326453509729714,1.0513197519783766,,,0.9817922157939137,0.9815551843688597,1.038065649477182,1.0361864006663668,0.9667573019389372,0.9645661073200353,0.963778144948648
2001,,1.3474314190461556,0.6129533318290952,1.2062010028418575,1.1041009463722398,1.0,1.0769381760198073,1.0114533446994838,1.0555190204092817,1.045737121856959,0.10324724995717713,0.6451161178350773,0.3801123634382855,0.9555024255878876,-0.46138370022840725,0.08322778140435937,0.998432332901993,0.9065655110129283,0.14357125035905277,1.035358597380301,1.006008999860663,1.017285480780826,1.0093760694318894,1.015647812609662,0.9597935381125328,,1.0336479522397857,1.0706319702602232,1.045267489711934,1.0199386503067485,1.0,1.0164417906659187,1.0,1.0480769230769231,1.0087744706605968,1.0632911392405062,1.0271229564522326,1.0,0.9532444810237487,1.0539710550942483,1.0098424198166691,0.9316143386761421,0.9619696029307134,1.0073722945365557,1.0,1.0,1.1648232762549389,1.1772588782589606,1.0048353587538723,1.0228013746915756,1.0321360425802564,1.0562988293983935,1.0484964287339065,1.2956623983687514,1.0517379779712588,1.0,1.2222222222222223,1.094420600858369,1.0164654226125138,1.026704075495521,1.0611615064794242,,,0.9776168474078722,0.9706855040670441,1.0232883870909066,1.023735494018927,0.9725732032511392,0.9709903292210325,0.9697038506662224
2002,,1.2805045773117827,0.7003639291010946,1.2345298460704,1.141304347826087,1.0,1.0601492796199934,1.005303910569566,1.038737281653763,1.0288403508888895,0.6327485771280377,0.7163928414806975,0.5174179321962812,0.944153739080886,2.013404558855609,-0.21476865457182814,1.0136294276159865,0.8197690841544073,0.49633633648167313,1.0239339517404338,1.006005415904568,1.0223338829561892,1.0111083291048453,1.021609584879229,0.9867315171942257,,1.0189039747985187,1.1206225680933852,1.0762711864406778,1.0374414976599065,1.0,1.0245859613343553,1.0,1.0416666666666667,1.0092602186146697,1.0632911392405062,1.0354287940167741,1.0025038268487763,0.9567442413234805,1.0859334010995034,1.0174274226868796,0.9319342069642498,0.9574442008006249,1.007332121820146,1.0973969883482155,1.0973969883482155,1.1633641323599548,1.1697777549112711,1.0076361312568975,1.025026436376454,1.0348698378692018,1.071233578261021,1.0522382967107957,1.394839595203752,1.0790876914435177,1.0,1.263157894736842,1.128755364806867,1.0032930845225028,1.0221593099918116,1.0720104692764543,,,0.9405594926403901,0.9323688751276357,1.0,0.9953382417508168,0.9769798594124762,0.9759283121310505,0.9740365412550385
2003,,1.1785252024478008,1.0006679293435747,1.372386747047921,1.2773722627737227,1.0,1.0499779395013795,1.0014791002920589,1.0185728966184378,1.0124141388431254,0.927999360863092,0.9745214739831217,0.9797641530647851,0.966703755745893,-0.6010521674199925,0.8924428045613079,1.035754868812237,0.8746205756415725,0.9958072389163506,1.0101270957201,1.0068510371312254,1.0289782675427466,1.0123209694491528,1.0274029600798735,1.013268482805774,,1.0056741162461549,1.1659919028340082,1.0971922246220303,1.047244094488189,1.0,1.0337279749511985,1.0,1.0496794871794872,1.0199548846462052,1.0928270042194093,1.0497518983115413,1.0042376854429005,0.9479527275492294,1.1183894998673503,1.0401813249763852,0.9362202030207686,0.9804531333912903,1.008401409338777,1.1685806139199235,1.1685806139199235,1.1903575912201838,1.200930743533433,1.0231992075174041,1.0473100986958055,1.0541960968098283,1.0885924583788915,1.0676152131386196,1.4702140743914123,1.0821441236596199,1.0,1.3011695906432748,1.1630901287553648,1.0032930845225028,1.0178575908955432,1.065292373529297,,,0.9198854594831365,0.9188618224298887,0.9826866057338951,0.9839960544235766,0.9812195287688443,0.9806280295345476,0.977843934842049
2004,,1.1315094844581217,1.6209015044293908,1.5156896001675562,1.37434554973822,1.0,1.024021911721137,1.000377585290429,1.0094296855577463,1.0085460537239106,2.216843414839219,1.4559459452273207,1.829647121886928,0.9493349014134459,3.7856501233560707,1.5853489859514678,1.027307091142681,1.2253700930285953,1.9448734985640919,1.0042611084142878,1.0063310683810953,1.0342536814881422,1.0167924634505079,1.032798622164691,1.0271071814492556,,1.0007741094328195,1.25764192139738,1.1415730337078651,1.0708534621578099,1.0,1.0403120305723945,1.0,1.0833333333333333,1.0189736651357755,1.1223628691983123,1.0557689932916106,1.0047841217628808,0.9494336890493825,1.1330992992329354,1.0348105528319007,0.9344912859746315,0.9717114181783961,1.007415228685087,1.1621022729865618,1.1621022729865618,1.2101917384090282,1.2463661397668222,1.028176945936998,1.0484446598519563,1.0554346734509423,1.1056280626535537,1.0693894727264455,1.523985881684484,1.0923989476001714,1.0,1.3245614035087718,1.1888412017167382,1.0823271130625687,1.009936545490896,1.077051708191897,,,0.9334576119444855,0.9453518997045595,0.9781992759311534,0.9990768884216517,0.9896017435539244,0.9891999204846375,0.9881841171476962
2005,,1.0946617085671988,1.312687905872826,1.6326865696979107,1.4788732394366195,1.0,1.0,1.0,1.0,1.0,1.5292561671866642,1.288049100216325,1.5391045234048517,0.9641060490299025,1.258349712921092,1.7389980377122198,1.0346927511629955,1.25364272694727,1.5238966924040058,0.9957388915857122,1.0066548461807374,1.0331982537231348,1.012678223977868,1.0343421129450574,1.0344399978746848,0.96416053873803,0.9883709089102373,1.3714285714285714,1.2009456264775413,1.1009933774834437,1.0,1.050009934283183,1.0,1.0881410256410255,1.0201143517236544,1.1350210970464134,1.0636495774688526,1.0142165413183022,0.964848121008736,1.150174222392984,1.0406373831368534,0.947673527259217,0.9809450160599889,1.0076466787542915,1.23301770108135,1.23301770108135,1.2218578008347052,1.3037982270542654,1.0313403779145829,1.051253524850194,1.0605563552371706,1.1219092982848877,1.077419134707247,1.5663763316487231,1.1037394210900877,1.0,1.3421052631578947,1.2231759656652361,1.1064763995609221,1.0,1.0934704070330603,,,0.9482987574436877,0.9644786273770674,0.9693979824525618,1.0,1.0,1.0,1.0
2006,,1.0733875445489083,0.9380642815738768,1.6736213370787054,1.510791366906475,1.0,0.9618843719515303,0.9970828312083062,0.9898895362949776,0.9929622677453652,1.890926745654812,1.442537891826207,1.8124168212784464,0.9510984475160026,2.4707208520771102,1.6799590071739015,1.0269007963563335,1.1758479162581392,1.6687576362172771,0.9828843343451158,1.0043870567395874,1.0365353949314353,1.0181457856697442,1.0377207568543325,1.0413276465391663,0.9713789436656491,0.9977681165617127,1.41871921182266,1.233009708737864,1.1233108108108107,1.0,1.0558842750403918,1.0,1.0913461538461537,1.0220573435399465,1.1434599156118144,1.0645237857650378,1.0246130755302407,0.9806132911057059,1.117028095533513,1.0450500239838294,0.9586725472871279,0.98385280575848,1.004946969301979,1.1199087380255133,1.1199087380255133,1.2463111209104325,1.3849509463714407,1.0322283588205716,1.055868875572788,1.0647853691739475,1.14270449384927,1.0808880396706246,1.6210801284014618,1.118536742050846,1.0,1.3567251461988303,1.2446351931330473,1.1350164654226125,0.9864795312882797,1.1043188227316134,,,1.0003822053618736,1.0170735883729378,1.0026790711534077,1.037856677674474,1.0143945754205006,1.014635451467079,1.0151368688495177
2007,0.9940137932623276,1.030693633126603,0.5534278078772032,1.9286055742133288,1.7326732673267327,1.0,0.9283503922155183,0.9965358640365362,0.9835620553664317,0.987079329475602,1.4012731851399984,1.4267348149835615,1.7894115673801418,0.9756377624148445,3.4266020410259004,1.42245835633238,1.032600982342874,1.322101924138549,1.393935467473208,0.9719429455578839,1.0033461449476286,1.0401874203098314,1.0236674902543956,1.0365844336161525,1.0534025426820979,0.9847908369767744,1.0090838475136954,1.507853403141361,1.2860759493670886,1.1545138888888888,1.0,1.0678489116432277,1.0,1.1057692307692308,1.0230735680185967,1.160337552742616,1.06312848749427,1.0266868866050423,0.9874944718133994,1.1211499798954565,1.0490158658420268,0.9762473615224375,1.0159283802421553,1.0039718404828444,1.0056516270868896,1.0056516270868896,1.241717413023596,1.435807179601759,1.0400335091703705,1.0584023616496299,1.0695165087760408,1.171859529207456,1.0879623311041353,1.6755308283315302,1.1228052187074746,1.0,1.3742690058479532,1.2875536480686696,1.1833150384193194,0.9748915064878669,1.1133823296492633,,,1.0483903857739212,1.0625910885293115,1.0412966706520168,1.0760603663821877,1.027125305671419,1.0272025264590305,1.0300834680286386
2008,,1.0105603648026786,1.244282414998976,1.963036942677955,1.758793969849246,1.0,0.8981582694601559,0.9912873325579958,0.9713160664688438,0.9757227224877424,0.6252676424200788,0.614029655921864,0.35863963578025104,1.0317822494905204,0.246880191425745,0.12610255610691126,1.033462735439944,0.5131508367694178,0.5842650640237061,0.9610547307795253,1.0005032634575146,1.0467561023618364,1.0237757760399464,1.0457460170950728,1.0688055558250515,0.9849777159203652,1.036211311428494,1.565217391304348,1.3194805194805193,1.176991150442478,1.0,1.0870007958363785,1.0,1.1121794871794872,1.0268249337795674,1.1729957805907174,1.0656193800128502,1.0262115587881138,1.0063944411275836,1.117267876738245,1.0521740401438266,0.992150691262866,1.026280726949275,1.0007717837160686,1.0581991848025938,1.0581991848025938,1.2778560311622367,1.4938727057802468,1.0436823034386151,1.0659697744095875,1.0770260770595521,1.2002850498312123,1.094957008325372,1.7413798251668908,1.1273898048491273,1.0,1.391812865497076,1.3304721030042919,1.2338090010976948,0.9646077755626188,1.1268603741770615,,,1.0671830894038095,1.0597028080854811,1.048903716530174,1.0741013071528982,1.0388732708864241,1.0383797325684945,1.0406717117373605
2009,0.9955605179716895,0.9894396351973215,0.7896905461434383,1.9411382193330189,1.7355371900826448,1.0,0.8772314683831219,0.9800852420783293,0.9464137735553556,0.9497460317515064,-2.209735104692212,-0.5504544542600635,-1.6762867665124104,1.1084305071648712,-2.448379873706858,-2.6350845429273764,1.001567667098007,-0.0677269069728817,-2.180360424798627,0.9463553762019907,0.9994967365424854,1.0503180512924055,1.026038562006473,1.0465968324630934,1.0788691580972787,0.9828792554048636,1.032225477038361,1.6363636363636362,1.3582887700534758,1.196043165467626,1.0,1.0954979468548391,1.0,1.1137820512820513,1.0287703024764179,1.1898734177215189,1.0702171317002527,1.0255478046539506,1.0229159021859782,1.1026464962143683,1.0645910021899925,1.0030674901126078,1.029609565894207,1.0001770464161588,1.0580840993843057,1.0580840993843057,1.2448754002270073,1.550350757366444,1.0424976561844892,1.0711358829749735,1.0848369207422532,1.2147188699102651,1.1062963468450024,1.8105095005018987,1.1287178143837493,1.0,1.3976608187134503,1.3562231759656653,1.2645444566410537,0.9612299250651162,1.1386402250325456,,,0.9624106200378354,0.9479994912524168,0.9730000876579654,0.9931537575836722,1.0431858600938184,1.0420225379723644,1.0434280501014943
2010,0.9939238583920089,0.9498025442144514,1.048650732526244,1.953605264170601,1.7384105960264902,1.0,0.8537218788286449,0.972251686026532,0.9244761577778822,0.9321448510004892,2.4861898099686566,1.4238063686810323,1.8036513678377355,1.0789357537821551,2.92409240591519,1.0636985975899598,1.0082297884577032,0.9825143945582598,2.1925449064573304,0.9279796486470572,0.9964101182592523,1.055320744471284,1.0302610233862706,1.0471103184907375,1.0903097014180967,0.9855892245212107,1.0296503959826497,1.7999999999999998,1.4390934844192635,1.2360594795539033,1.0,1.0927066707317972,1.0,1.1169871794871795,1.0298450846488196,1.2109704641350212,1.0772247098324044,1.025631026277396,1.0187191371860944,1.1035829226534708,1.0807951898815407,1.002721276516387,1.0336547755566274,0.996349644455878,1.052701105458051,1.052701105458051,1.254366180954596,1.602801037326491,1.0410032246824787,1.0734821113852662,1.083732244278557,1.243824897560764,1.1004503889722943,1.902649833948391,1.1293396046106723,1.0,1.4239766081871346,1.3819742489270386,1.3062568605927551,0.9513146943740738,1.1405162257098536,,,0.964215873026175,0.9623529782857247,0.9586249944276497,0.9892961593124608,1.0538525440028792,1.0527844402998634,1.054872733249881
